mainshock_name,mainshock_time,mainshock_magnitude,aftershock_time,aftershock_magnitude,aftershock_place,aftershock_latitude,aftershock_longitude
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-31 08:48:30.638,4.2,"38 km E of Marihatag, Philippines",8.7458,126.6424
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-02 02:49:31.315,4.6,"99 km E of Aras-asan, Philippines",8.8429,127.2178
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-06 12:38:10.094,4.0,"21 km ENE of Aras-asan, Philippines",8.9737,126.4849
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-06 17:03:10.110,4.5,"83 km E of Aras-asan, Philippines",8.8884,127.07
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-10 20:08:26.753,4.4,"92 km E of Aras-asan, Philippines",8.7981,127.1469
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-12 05:12:24.468,4.5,"41 km E of Aras-asan, Philippines",8.9392,126.6842
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-19 17:23:27.976,4.4,"69 km ENE of La Paz, Philippines",9.2532,126.8296
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-01-30 06:47:46.247,4.6,"50 km E of Aras-asan, Philippines",8.8001,126.7652
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-02-04 18:35:31.633,4.1,"81 km ENE of Hinatuan, Philippines",8.6311,127.0254
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-02-07 02:44:57.369,5.0,"46 km E of Aras-asan, Philippines",8.8778,126.7356
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-02-07 02:57:04.102,5.0,"53 km ESE of Aras-asan, Philippines",8.7759,126.7802
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2024-02-07 05:46:57.133,4.5,"64 km E of Aras-asan, Philippines",8.8809,126.8952
